rank,scaler,class_weight,c_value,threshold,accuracy,precision_archeologique,recall_archeologique,f1_archeologique,fold_f1_mean,fold_f1_std,false_negatives,false_positives,true_positives,true_negatives
109,standard,balanced,3.0,0.4,0.7602739726027398,0.6666666666666666,0.6792452830188679,0.6728971962616822,0.645602714515758,0.22572244812907163,34,36,72,150
110,standard,none,0.3,0.4,0.7568493150684932,0.6576576576576577,0.6886792452830188,0.6728110599078341,0.6480869857771191,0.21909851271207012,33,38,73,148
111,standard,none,3.0,0.35,0.7568493150684932,0.6576576576576577,0.6886792452830188,0.6728110599078341,0.6505534082435414,0.21802514029392775,33,38,73,148
112,normalizer,none,10.0,0.35,0.75,0.6410256410256411,0.7075471698113207,0.672645739910314,0.612530296443609,0.2661846528636301,31,42,75,144
113,none,balanced,0.03,0.4,0.7465753424657534,0.6333333333333333,0.7169811320754716,0.672566371681416,0.624324491365412,0.24753053309165815,30,44,76,142
114,standard,balanced,0.1,0.4,0.7431506849315068,0.6260162601626016,0.7264150943396226,0.6724890829694323,0.6503483962431331,0.2215817863186798,29,46,77,140
115,normalizer,none,10.0,0.3,0.7328767123287672,0.6060606060606061,0.7547169811320755,0.6722689075630253,0.628490097001606,0.23577263239919993,26,52,80,134
116,none,none,0.01,0.3,0.7328767123287672,0.6060606060606061,0.7547169811320755,0.6722689075630253,0.6204685467038407,0.25298122175252646,26,52,80,134
117,robust,balanced,0.01,0.3,0.7157534246575342,0.5782312925170068,0.8018867924528302,0.6719367588932806,0.6673368347052556,0.21167890691720875,21,62,85,124
118,none,balanced,0.03,0.6,0.7945205479452054,0.8026315789473685,0.5754716981132075,0.6703296703296703,0.600048665931019,0.31123233927227695,45,15,61,171
119,normalizer,none,10.0,0.45,0.7876712328767124,0.7682926829268293,0.5943396226415094,0.6702127659574468,0.5926094384917915,0.3097060793998595,43,19,63,167
120,none,none,0.3,0.55,0.7842465753424658,0.7529411764705882,0.6037735849056604,0.6701570680628273,0.6177480854846584,0.27815613949965523,42,21,64,165
121,standard,balanced,0.01,0.6,0.7808219178082192,0.7386363636363636,0.6132075471698113,0.6701030927835051,0.6148161859926566,0.3055061692361636,41,23,65,163
122,none,none,0.3,0.5,0.7808219178082192,0.7386363636363636,0.6132075471698113,0.6701030927835051,0.6198344465991525,0.2819027397596547,41,23,65,163
123,none,balanced,3.0,0.6,0.7773972602739726,0.7252747252747253,0.6226415094339622,0.6700507614213198,0.6256517665341196,0.2719024815792552,40,25,66,161
124,none,none,1.0,0.5,0.7773972602739726,0.7252747252747253,0.6226415094339622,0.6700507614213198,0.6222351441701287,0.2700916065402824,40,25,66,161
125,none,none,3.0,0.5,0.7773972602739726,0.7252747252747253,0.6226415094339622,0.6700507614213198,0.6256517665341196,0.2719024815792552,40,25,66,161
126,none,none,10.0,0.55,0.7773972602739726,0.7252747252747253,0.6226415094339622,0.6700507614213198,0.6256517665341196,0.2719024815792552,40,25,66,161
127,standard,none,0.01,0.55,0.773972602739726,0.7127659574468085,0.6320754716981132,0.67,0.6137539149303856,0.30328306692449564,39,27,67,159
128,robust,balanced,0.03,0.45,0.7705479452054794,0.7010309278350515,0.6415094339622641,0.6699507389162561,0.6519585534291416,0.25097350455537626,38,29,68,157
129,none,none,1.0,0.45,0.7705479452054794,0.7010309278350515,0.6415094339622641,0.6699507389162561,0.6233249602135051,0.267834363928096,38,29,68,157
130,standard,balanced,0.3,0.5,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6379511068641502,0.22601104041826145,36,33,70,153
131,standard,balanced,3.0,0.5,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6385024853102655,0.2287532206829289,36,33,70,153
132,standard,balanced,10.0,0.45,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6385024853102655,0.2287532206829289,36,33,70,153
133,standard,balanced,10.0,0.5,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6385024853102655,0.2287532206829289,36,33,70,153
134,standard,none,0.03,0.5,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6404497354497355,0.2450057317125223,36,33,70,153
135,standard,none,3.0,0.5,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6385024853102655,0.2287532206829289,36,33,70,153
136,standard,none,10.0,0.45,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6385024853102655,0.2287532206829289,36,33,70,153
137,robust,balanced,0.1,0.35,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6587144928577153,0.20973190118439933,36,33,70,153
138,robust,none,0.01,0.4,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6478655587095484,0.2511875721721356,36,33,70,153
139,robust,none,0.1,0.3,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6587144928577153,0.20973190118439933,36,33,70,153
140,none,balanced,10.0,0.45,0.7636986301369864,0.6796116504854369,0.660377358490566,0.6698564593301436,0.6229952898838349,0.27454799953513215,36,33,70,153
141,standard,none,3.0,0.4,0.7602739726027398,0.6698113207547169,0.6698113207547169,0.6698113207547169,0.6414654482732285,0.2259150194320718,35,35,71,151
142,standard,none,10.0,0.4,0.7602739726027398,0.6698113207547169,0.6698113207547169,0.6698113207547169,0.6414654482732285,0.2259150194320718,35,35,71,151
143,robust,balanced,0.01,0.45,0.7602739726027398,0.6698113207547169,0.6698113207547169,0.6698113207547169,0.6536213623600887,0.21617663070631893,35,35,71,151
144,standard,balanced,0.03,0.5,0.7568493150684932,0.6605504587155964,0.6792452830188679,0.6697674418604651,0.6424418953366321,0.22816672425469314,34,37,72,149
145,standard,balanced,1.0,0.4,0.7568493150684932,0.6605504587155964,0.6792452830188679,0.6697674418604651,0.6428736696814499,0.22435121537903385,34,37,72,149
146,standard,none,0.01,0.45,0.7465753424657534,0.635593220338983,0.7075471698113207,0.6696428571428571,0.6440219819167187,0.22175905006704139,31,43,75,143
147,none,balanced,0.1,0.3,0.7363013698630136,0.6141732283464567,0.7358490566037735,0.6695278969957081,0.6187430793134117,0.24994895923881252,28,49,78,137
148,none,balanced,0.03,0.35,0.7328767123287672,0.6076923076923076,0.7452830188679245,0.6694915254237288,0.6176678386399748,0.24957964861459497,27,51,79,135
149,standard,balanced,0.03,0.4,0.7294520547945206,0.6015037593984962,0.7547169811320755,0.6694560669456067,0.6579014390135671,0.17440423318950346,26,53,80,133
150,standard,none,0.01,0.3,0.6952054794520548,0.5521472392638037,0.8490566037735849,0.6691449814126395,0.6676556504024534,0.1572534645803019,16,73,90,113
151,normalizer,none,3.0,0.3,0.6986301369863014,0.5569620253164557,0.8301886792452831,0.6666666666666666,0.6376608794255854,0.22424422413658074,18,70,88,116
152,normalizer,none,1.0,0.35,0.708904109589041,0.5704697986577181,0.8018867924528302,0.6666666666666666,0.6330760536333292,0.22634220309967032,21,64,85,122
153,standard,balanced,0.01,0.4,0.7157534246575342,0.5804195804195804,0.7830188679245284,0.6666666666666666,0.6515519651126058,0.18178588579768698,23,60,83,126
154,standard,balanced,0.01,0.45,0.7294520547945206,0.6030534351145038,0.7452830188679245,0.6666666666666666,0.6500867683041596,0.1792953786072682,27,52,79,134
155,standard,balanced,0.03,0.45,0.7431506849315068,0.6302521008403361,0.7075471698113207,0.6666666666666666,0.6459130494548452,0.21723372806571523,31,44,75,142
156,none,none,0.01,0.35,0.7431506849315068,0.6302521008403361,0.7075471698113207,0.6666666666666666,0.6166800290639299,0.2480265201304913,31,44,75,142
157,standard,none,0.03,0.45,0.7465753424657534,0.6379310344827587,0.6981132075471698,0.6666666666666666,0.6421364600311967,0.2103095796919192,32,42,74,144
158,robust,none,0.03,0.3,0.7534246575342466,0.6545454545454545,0.6792452830188679,0.6666666666666666,0.6571219249782985,0.2123423185492027,34,38,72,148
159,standard,none,0.01,0.5,0.7568493150684932,0.6635514018691588,0.6698113207547169,0.6666666666666666,0.6353519304414444,0.241996710228299,35,36,71,150
160,standard,balanced,1.0,0.5,0.7602739726027398,0.6730769230769231,0.660377358490566,0.6666666666666666,0.6360463449593883,0.22788027758326349,36,34,70,152
161,standard,none,3.0,0.45,0.7602739726027398,0.6730769230769231,0.660377358490566,0.6666666666666666,0.6368358186435988,0.23056871675504723,36,34,70,152
162,standard,balanced,0.03,0.55,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6377879527879527,0.24138434487504112,37,32,69,154
163,standard,balanced,0.1,0.55,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6368085067741818,0.2254922243972095,37,32,69,154
164,standard,balanced,0.3,0.55,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6368085067741818,0.2254922243972095,37,32,69,154
165,standard,none,0.3,0.5,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6372429261559696,0.22749037601824215,37,32,69,154
166,standard,none,1.0,0.5,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6372429261559696,0.22749037601824215,37,32,69,154
167,none,none,3.0,0.4,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6198206867092317,0.2737481977674658,37,32,69,154
168,none,none,10.0,0.4,0.7636986301369864,0.6831683168316832,0.6509433962264151,0.6666666666666666,0.6209440078325528,0.2733300925470709,37,32,69,154
169,standard,balanced,1.0,0.6,0.7671232876712328,0.6938775510204082,0.6415094339622641,0.6666666666666666,0.6335452203530006,0.23584937602501507,38,30,68,156
170,standard,balanced,3.0,0.6,0.7671232876712328,0.6938775510204082,0.6415094339622641,0.6666666666666666,0.6288218735243907,0.2523764320640768,38,30,68,156
171,standard,balanced,10.0,0.6,0.7671232876712328,0.6938775510204082,0.6415094339622641,0.6666666666666666,0.6288218735243907,0.2523764320640768,38,30,68,156
172,standard,none,0.3,0.6,0.7705479452054794,0.7052631578947368,0.6320754716981132,0.6666666666666666,0.6352792270870073,0.2463138181456938,39,28,67,158
173,none,balanced,10.0,0.6,0.773972602739726,0.717391304347826,0.6226415094339622,0.6666666666666666,0.6216113624937155,0.2708105022254069,40,26,66,160
174,robust,none,0.3,0.4,0.7773972602739726,0.7303370786516854,0.6132075471698113,0.6666666666666666,0.6390685832118058,0.2711941972949772,41,24,65,162
175,none,balanced,1.0,0.6,0.7773972602739726,0.7303370786516854,0.6132075471698113,0.6666666666666666,0.6214404223227754,0.27344057948922607,41,24,65,162
176,none,balanced,0.3,0.65,0.7842465753424658,0.7590361445783133,0.5943396226415094,0.6666666666666666,0.6141766569132299,0.27838392550671415,43,20,63,166
177,normalizer,balanced,10.0,0.55,0.7876712328767124,0.775,0.5849056603773585,0.6666666666666666,0.5910110368933897,0.3119718847793659,44,18,62,168
178,standard,none,0.03,0.35,0.7226027397260274,0.5925925925925926,0.7547169811320755,0.6639004149377593,0.6495908813222045,0.21749204474547126,26,55,80,131
179,standard,none,0.1,0.35,0.7328767123287672,0.6111111111111112,0.7264150943396226,0.6637931034482759,0.6423924061361131,0.21645245468843727,29,49,77,137
180,robust,balanced,0.03,0.3,0.7328767123287672,0.6111111111111112,0.7264150943396226,0.6637931034482759,0.6560955418850154,0.19810684852056903,29,49,77,137
181,robust,none,0.01,0.3,0.7328767123287672,0.6111111111111112,0.7264150943396226,0.6637931034482759,0.6595062508920363,0.21198230065703338,29,49,77,137
182,standard,none,0.03,0.4,0.7363013698630136,0.6178861788617886,0.7169811320754716,0.6637554585152838,0.6435435746557027,0.21906362034833413,30,47,76,139
183,standard,none,0.1,0.4,0.7431506849315068,0.6324786324786325,0.6981132075471698,0.6636771300448431,0.6391979949874688,0.21394606014290712,32,43,74,143
184,none,balanced,0.01,0.45,0.7431506849315068,0.6324786324786325,0.6981132075471698,0.6636771300448431,0.6058256873272353,0.26342066530575564,32,43,74,143
185,robust,balanced,0.03,0.35,0.7465753424657534,0.6403508771929824,0.6886792452830188,0.6636363636363637,0.6567159654930551,0.21039794003134069,33,41,73,145
186,standard,balanced,0.3,0.45,0.7534246575342466,0.6574074074074074,0.6698113207547169,0.6635514018691588,0.6362802630880433,0.22360767584689156,35,37,71,149
187,standard,none,1.0,0.4,0.7534246575342466,0.6574074074074074,0.6698113207547169,0.6635514018691588,0.6362802630880433,0.22360767584689156,35,37,71,149
188,standard,none,0.3,0.45,0.7568493150684932,0.6666666666666666,0.660377358490566,0.6635071090047393,0.6361908238035576,0.22308883093106396,36,35,70,151
189,robust,balanced,0.3,0.3,0.7568493150684932,0.6666666666666666,0.660377358490566,0.6635071090047393,0.6589577480545309,0.21261525212605428,36,35,70,151
190,standard,balanced,0.1,0.5,0.7602739726027398,0.6764705882352942,0.6509433962264151,0.6634615384615384,0.6349037448694198,0.2273561545721474,37,33,69,153
191,standard,none,0.1,0.5,0.7602739726027398,0.6764705882352942,0.6509433962264151,0.6634615384615384,0.6349037448694198,0.2273561545721474,37,33,69,153
192,robust,none,0.03,0.35,0.7602739726027398,0.6764705882352942,0.6509433962264151,0.6634615384615384,0.6484620608150019,0.20644056916030773,37,33,69,153
193,none,balanced,3.0,0.5,0.7636986301369864,0.6868686868686869,0.6415094339622641,0.6634146341463415,0.6178101046986496,0.2688332478474791,38,31,68,155
194,standard,balanced,10.0,0.65,0.7671232876712328,0.6979166666666666,0.6320754716981132,0.6633663366336634,0.6251366698391869,0.25757557941648435,39,29,67,157
195,standard,none,1.0,0.6,0.7671232876712328,0.6979166666666666,0.6320754716981132,0.6633663366336634,0.6313903381981184,0.2420000553727903,39,29,67,157
196,standard,none,3.0,0.6,0.7671232876712328,0.6979166666666666,0.6320754716981132,0.6633663366336634,0.6313903381981184,0.2420000553727903,39,29,67,157
197,robust,balanced,1.0,0.35,0.7671232876712328,0.6979166666666666,0.6320754716981132,0.6633663366336634,0.6471947054555751,0.225129035253686,39,29,67,157
198,standard,balanced,0.3,0.65,0.7705479452054794,0.7096774193548387,0.6226415094339622,0.6633165829145728,0.6302731220809024,0.2652759725686202,40,27,66,159
199,standard,balanced,1.0,0.65,0.7705479452054794,0.7096774193548387,0.6226415094339622,0.6633165829145728,0.6302731220809024,0.2652759725686202,40,27,66,159
200,none,balanced,3.0,0.55,0.7705479452054794,0.7096774193548387,0.6226415094339622,0.6633165829145728,0.6177224736048267,0.2666937425081387,40,27,66,159
201,none,none,10.0,0.5,0.7705479452054794,0.7096774193548387,0.6226415094339622,0.6633165829145728,0.6197595106418636,0.27342764576596934,40,27,66,159
202,robust,balanced,0.03,0.5,0.773972602739726,0.7222222222222222,0.6132075471698113,0.6632653061224489,0.6335210758740171,0.2717218562266498,41,25,65,161
203,robust,balanced,0.3,0.45,0.773972602739726,0.7222222222222222,0.6132075471698113,0.6632653061224489,0.636018474279344,0.2693534586890399,41,25,65,161
204,none,balanced,10.0,0.65,0.773972602739726,0.7222222222222222,0.6132075471698113,0.6632653061224489,0.6171669180492712,0.27058155837529885,41,25,65,161
205,none,none,3.0,0.55,0.773972602739726,0.7222222222222222,0.6132075471698113,0.6632653061224489,0.6171669180492712,0.27058155837529885,41,25,65,161
206,none,none,10.0,0.6,0.773972602739726,0.7222222222222222,0.6132075471698113,0.6632653061224489,0.6171669180492712,0.27058155837529885,41,25,65,161
207,robust,none,0.1,0.45,0.7773972602739726,0.735632183908046,0.6037735849056604,0.6632124352331606,0.6351802010625539,0.2738394310483404,42,23,64,163
208,none,balanced,0.3,0.6,0.7773972602739726,0.735632183908046,0.6037735849056604,0.6632124352331606,0.6141201608848668,0.2790470617030983,42,23,64,163
209,none,balanced,1.0,0.65,0.7773972602739726,0.735632183908046,0.6037735849056604,0.6632124352331606,0.6141201608848668,0.2790470617030983,42,23,64,163
210,none,none,1.0,0.55,0.7773972602739726,0.735632183908046,0.6037735849056604,0.6632124352331606,0.6141201608848668,0.2790470617030983,42,23,64,163
211,robust,balanced,0.01,0.55,0.7808219178082192,0.75,0.5943396226415094,0.6631578947368421,0.6311893988364576,0.2683169047125197,43,21,63,165
212,none,none,3.0,0.65,0.7808219178082192,0.75,0.5943396226415094,0.6631578947368421,0.6136190715602481,0.28235433806464455,43,21,63,165
213,none,balanced,0.01,0.55,0.7842465753424658,0.7654320987654321,0.5849056603773585,0.6631016042780749,0.5890145927916827,0.30787017323976007,44,19,62,167
214,none,balanced,1.0,0.7,0.7842465753424658,0.7654320987654321,0.5849056603773585,0.6631016042780749,0.611725676521073,0.28271748385386686,44,19,62,167
215,robust,balanced,0.01,0.6,0.7945205479452054,0.8194444444444444,0.5566037735849056,0.6629213483146067,0.6014640691266079,0.3141770757514868,47,13,59,173
216,normalizer,balanced,3.0,0.4,0.6952054794520548,0.554140127388535,0.8207547169811321,0.6615969581749049,0.6314393928511576,0.22532562314984797,19,70,87,116
217,standard,balanced,1.0,0.45,0.7534246575342466,0.660377358490566,0.660377358490566,0.660377358490566,0.6329090900574276,0.23140503273163923,36,36,70,150
218,standard,balanced,3.0,0.45,0.7534246575342466,0.660377358490566,0.660377358490566,0.660377358490566,0.6329090900574276,0.23140503273163923,36,36,70,150
219,standard,none,10.0,0.6,0.7636986301369864,0.6907216494845361,0.6320754716981132,0.6600985221674877,0.6207410654435825,0.2529751427912558,39,30,67,156
220,robust,none,0.3,0.3,0.7636986301369864,0.6907216494845361,0.6320754716981132,0.6600985221674877,0.6437633329065554,0.22200124614919525,39,30,67,156
221,robust,none,1.0,0.3,0.7636986301369864,0.6907216494845361,0.6320754716981132,0.6600985221674877,0.6437633329065554,0.22200124614919525,39,30,67,156
222,none,none,3.0,0.45,0.7636986301369864,0.6907216494845361,0.6320754716981132,0.6600985221674877,0.6157588226473675,0.2675495805204442,39,30,67,156
223,standard,none,0.1,0.6,0.7671232876712328,0.7021276595744681,0.6226415094339622,0.66,0.625877517685298,0.260897951323595,40,28,66,158
224,robust,balanced,0.3,0.4,0.7671232876712328,0.7021276595744681,0.6226415094339622,0.66,0.6399724832333529,0.23248383692756863,40,28,66,158
225,robust,balanced,3.0,0.35,0.7671232876712328,0.7021276595744681,0.6226415094339622,0.66,0.6403570986179682,0.23102479761157882,40,28,66,158
226,robust,none,0.3,0.35,0.7671232876712328,0.7021276595744681,0.6226415094339622,0.66,0.6399724832333529,0.23248383692756863,40,28,66,158
227,robust,none,3.0,0.3,0.7671232876712328,0.7021276595744681,0.6226415094339622,0.66,0.6403570986179682,0.23102479761157882,40,28,66,158
228,robust,balanced,1.0,0.4,0.7705479452054794,0.7142857142857143,0.6132075471698113,0.6598984771573604,0.6332406965015661,0.2692378923250241,41,26,65,160
229,robust,none,1.0,0.35,0.7705479452054794,0.7142857142857143,0.6132075471698113,0.6598984771573604,0.6332406965015661,0.2692378923250241,41,26,65,160
230,robust,balanced,0.1,0.5,0.773972602739726,0.7272727272727273,0.6037735849056604,0.6597938144329897,0.6343255002078532,0.2753164343499445,42,24,64,162
231,none,balanced,3.0,0.65,0.773972602739726,0.7272727272727273,0.6037735849056604,0.6597938144329897,0.6110700519524049,0.27698387118175966,42,24,64,162
232,none,none,3.0,0.6,0.773972602739726,0.7272727272727273,0.6037735849056604,0.6597938144329897,0.6110700519524049,0.27698387118175966,42,24,64,162
233,standard,balanced,0.03,0.65,0.7773972602739726,0.7411764705882353,0.5943396226415094,0.6596858638743456,0.6095174106938814,0.3037393189277846,43,22,63,164
234,none,balanced,3.0,0.7,0.7773972602739726,0.7411764705882353,0.5943396226415094,0.6596858638743456,0.6101876990112286,0.27945486573780576,43,22,63,164
235,none,none,1.0,0.6,0.7773972602739726,0.7411764705882353,0.5943396226415094,0.6596858638743456,0.6101876990112286,0.27945486573780576,43,22,63,164
236,none,balanced,0.1,0.6,0.7808219178082192,0.7560975609756098,0.5849056603773585,0.6595744680851063,0.6091859939813904,0.27578522901351027,44,20,62,166
237,none,none,10.0,0.7,0.7808219178082192,0.7560975609756098,0.5849056603773585,0.6595744680851063,0.6110793890205656,0.27666871851246144,44,20,62,166
238,robust,balanced,0.03,0.6,0.7842465753424658,0.7721518987341772,0.5754716981132075,0.6594594594594595,0.625956450956451,0.26732679144910754,45,18,61,168
239,normalizer,balanced,10.0,0.35,0.7054794520547946,0.5684931506849316,0.7830188679245284,0.6587301587301587,0.6239472024762104,0.22761958486132727,23,63,83,123
240,standard,balanced,0.01,0.5,0.7465753424657534,0.6454545454545455,0.6698113207547169,0.6574074074074074,0.6288648079360153,0.24023129120734732,35,39,71,147
241,standard,balanced,0.01,0.3,0.6746575342465754,0.5321637426900585,0.8584905660377359,0.6570397111913358,0.6545050200344318,0.15174316964971027,15,80,91,106
242,robust,balanced,0.1,0.4,0.7602739726027398,0.6836734693877551,0.6320754716981132,0.6568627450980392,0.6422818514250739,0.224865050671373,39,31,67,155
243,robust,balanced,0.3,0.35,0.7602739726027398,0.6836734693877551,0.6320754716981132,0.6568627450980392,0.6413123525143987,0.22239746554815967,39,31,67,155
244,standard,balanced,3.0,0.65,0.7636986301369864,0.6947368421052632,0.6226415094339622,0.6567164179104478,0.6204583072660875,0.2561374652881815,40,29,66,157
245,robust,balanced,10.0,0.3,0.7636986301369864,0.6947368421052632,0.6226415094339622,0.6567164179104478,0.6366533949142645,0.23367538000226618,40,29,66,157
246,robust,none,0.1,0.35,0.7636986301369864,0.6947368421052632,0.6226415094339622,0.6567164179104478,0.6424516224516225,0.23024555291158308,40,29,66,157
247,none,balanced,10.0,0.55,0.7636986301369864,0.6947368421052632,0.6226415094339622,0.6567164179104478,0.613419641360818,0.2693971951757587,40,29,66,157
248,standard,balanced,0.1,0.65,0.7671232876712328,0.7065217391304348,0.6132075471698113,0.6565656565656566,0.6191620109697913,0.2870576638235384,41,27,65,159
249,standard,none,1.0,0.65,0.7671232876712328,0.7065217391304348,0.6132075471698113,0.6565656565656566,0.6254800937584623,0.2632089993224576,41,27,65,159
250,robust,none,0.03,0.4,0.7671232876712328,0.7065217391304348,0.6132075471698113,0.6565656565656566,0.6296321869851282,0.267792125412129,41,27,65,159
251,standard,none,0.03,0.6,0.7705479452054794,0.7191011235955056,0.6037735849056604,0.6564102564102564,0.614413638190728,0.27857494950389877,42,25,64,161
252,robust,none,0.03,0.45,0.7705479452054794,0.7191011235955056,0.6037735849056604,0.6564102564102564,0.628128919011272,0.27103404844528495,42,25,64,161
253,robust,none,0.1,0.4,0.7705479452054794,0.7191011235955056,0.6037735849056604,0.6564102564102564,0.628128919011272,0.27103404844528495,42,25,64,161
254,standard,balanced,0.01,0.65,0.7773972602739726,0.7469879518072289,0.5849056603773585,0.656084656084656,0.5909988921753629,0.33534524812271055,44,21,62,165
255,none,none,1.0,0.65,0.7808219178082192,0.7625,0.5754716981132075,0.6559139784946236,0.6068237157367592,0.2796230990848643,45,19,61,167
256,none,none,3.0,0.7,0.7808219178082192,0.7625,0.5754716981132075,0.6559139784946236,0.6075286643828844,0.2719895269871252,45,19,61,167
257,none,balanced,0.01,0.3,0.6712328767123288,0.5290697674418605,0.8584905660377359,0.6546762589928058,0.6353910261278682,0.16071390337111,15,81,91,105
258,normalizer,balanced,1.0,0.5,0.7431506849315068,0.6396396396396397,0.6698113207547169,0.6543778801843319,0.607655358755103,0.24401093491738787,35,40,71,146
259,robust,balanced,1.0,0.3,0.7568493150684932,0.6767676767676768,0.6320754716981132,0.6536585365853659,0.6376086488106948,0.22516534978714153,39,32,67,154
260,robust,balanced,3.0,0.3,0.7568493150684932,0.6767676767676768,0.6320754716981132,0.6536585365853659,0.6376086488106948,0.22516534978714153,39,32,67,154
261,none,none,10.0,0.45,0.7602739726027398,0.6875,0.6226415094339622,0.6534653465346535,0.6106905965265099,0.26792169550475514,40,30,66,156
262,standard,none,3.0,0.65,0.7636986301369864,0.6989247311827957,0.6132075471698113,0.6532663316582915,0.6210844893628579,0.2587145921555767,41,28,65,158
263,standard,none,10.0,0.65,0.7636986301369864,0.6989247311827957,0.6132075471698113,0.6532663316582915,0.6215912048695734,0.25902951884642206,41,28,65,158
264,standard,none,10.0,0.7,0.7671232876712328,0.7111111111111111,0.6037735849056604,0.6530612244897959,0.6212614365986286,0.26139812245954225,42,26,64,160
265,robust,none,10.0,0.3,0.7671232876712328,0.7111111111111111,0.6037735849056604,0.6530612244897959,0.6294047176655873,0.23133393367828545,42,26,64,160
266,normalizer,none,3.0,0.4,0.7671232876712328,0.7111111111111111,0.6037735849056604,0.6530612244897959,0.579061864061864,0.28087264869188905,42,26,64,160
267,robust,balanced,0.3,0.5,0.7705479452054794,0.7241379310344828,0.5943396226415094,0.6528497409326425,0.6213030154462379,0.26584649159600743,43,24,63,162
268,robust,none,1.0,0.4,0.7705479452054794,0.7241379310344828,0.5943396226415094,0.6528497409326425,0.6213030154462379,0.26584649159600743,43,24,63,162
269,none,balanced,10.0,0.7,0.7705479452054794,0.7241379310344828,0.5943396226415094,0.6528497409326425,0.6049589408412939,0.27761961292463605,43,24,63,162
270,none,none,10.0,0.65,0.7705479452054794,0.7241379310344828,0.5943396226415094,0.6528497409326425,0.6049589408412939,0.27761961292463605,43,24,63,162
271,robust,balanced,0.03,0.55,0.773972602739726,0.7380952380952381,0.5849056603773585,0.6526315789473685,0.6259131609131608,0.2704680421132368,44,22,62,164
272,standard,none,0.01,0.65,0.7808219178082192,0.7692307692307693,0.5660377358490566,0.6521739130434783,0.5892715345656523,0.33407664075417143,46,18,60,168
273,robust,none,0.01,0.5,0.7808219178082192,0.7692307692307693,0.5660377358490566,0.6521739130434783,0.6072679058127974,0.27386912576462014,46,18,60,168
274,none,none,0.3,0.6,0.7808219178082192,0.7692307692307693,0.5660377358490566,0.6521739130434783,0.6017199306329741,0.2812223263659832,46,18,60,168
275,robust,balanced,0.01,0.4,0.7328767123287672,0.6186440677966102,0.6886792452830188,0.6517857142857143,0.6339249694284018,0.19270889497164898,33,45,73,141
276,robust,none,0.01,0.35,0.7397260273972602,0.6339285714285714,0.6698113207547169,0.6513761467889908,0.6325667725284092,0.20669097911141662,35,41,71,145
277,robust,balanced,0.03,0.4,0.7465753424657534,0.6509433962264151,0.6509433962264151,0.6509433962264151,0.6384799769710254,0.2070057850276405,37,37,69,149
278,normalizer,balanced,3.0,0.35,0.6506849315068494,0.510752688172043,0.8962264150943396,0.6506849315068494,0.6546489801907759,0.15113109320121282,11,91,95,95
279,normalizer,balanced,3.0,0.5,0.7568493150684932,0.6804123711340206,0.6226415094339622,0.6502463054187192,0.5809300262860634,0.26713079022186775,40,31,66,155
280,standard,balanced,1.0,0.7,0.7636986301369864,0.7032967032967034,0.6037735849056604,0.649746192893401,0.6202513355885276,0.2631178953115009,42,27,64,159
281,standard,balanced,3.0,0.7,0.7636986301369864,0.7032967032967034,0.6037735849056604,0.649746192893401,0.6202513355885276,0.2631178953115009,42,27,64,159
282,standard,none,0.3,0.65,0.7636986301369864,0.7032967032967034,0.6037735849056604,0.649746192893401,0.6143689826473512,0.28496179800357646,42,27,64,159
283,standard,none,1.0,0.7,0.7636986301369864,0.7032967032967034,0.6037735849056604,0.649746192893401,0.6202513355885276,0.2631178953115009,42,27,64,159
284,standard,none,3.0,0.7,0.7636986301369864,0.7032967032967034,0.6037735849056604,0.649746192893401,0.6202513355885276,0.2631178953115009,42,27,64,159
285,robust,balanced,0.1,0.45,0.7636986301369864,0.7032967032967034,0.6037735849056604,0.649746192893401,0.6242241092241093,0.2705393720592322,42,27,64,159
286,robust,balanced,1.0,0.45,0.7671232876712328,0.7159090909090909,0.5943396226415094,0.6494845360824743,0.6182529065137761,0.263763106444634,43,25,63,161
287,robust,balanced,3.0,0.4,0.7671232876712328,0.7159090909090909,0.5943396226415094,0.6494845360824743,0.6182529065137761,0.263763106444634,43,25,63,161
288,robust,none,3.0,0.35,0.7671232876712328,0.7159090909090909,0.5943396226415094,0.6494845360824743,0.6182529065137761,0.263763106444634,43,25,63,161
